id,Community_Name,COMM_CODE,Year,Avg_Resident_Count,Total_Crime_Count,Sectors,Distinct_Longitudes,Distinct_Latitudes,crime_rate,ln_crime_rate,SHORTEST_DISTANCE_TO_LRT_METERS,SHORTEST_DISTANCE_TO_POLICE_METERS,age_75_plus_percentage,male_percentage,TotalPermits,calgary_cer_unemployment_rate,canada_unemployment_rate,calgary_cma_average_hourly_wage_rate,CLASS_CODE,COMM_NAME,property_assessment_median
441,CASTLERIDGE,CAS,2020,6127,181,NORTHEAST,-113.9610297,51.10525413,2954.137425,7.990961984,1112.139038,1016.384155,2.36,51.01,44,0.1125,0.0935,34.85,1,CASTLERIDGE,311000
442,CEDARBRAE,CED,2020,6094,81,SOUTH,-114.1296216,50.95819945,1329.176239,7.19231466,3783.674805,6046.554688,5.18,49.08,37,0.1125,0.0935,34.85,1,CEDARBRAE,346500
443,COUGAR RIDGE,CGR,2020,6997,52,WEST,-114.2090798,51.07188085,743.1756467,6.610932419,4094.203369,5509.40332,1.07,49.76,34,0.1125,0.0935,34.85,1,"""COUGAR RIDGE""",524000
444,CHAPARRAL,CHA,2020,12654,85,SOUTH,-114.0256688,50.88467246,671.7243559,6.509848072,3436.301025,3411.560303,2.45,49.73,75,0.1125,0.0935,34.85,1,CHAPARRAL,447000
445,CHINOOK PARK,CHK,2020,1662,30,SOUTH,-114.088994,50.98322809,1805.054152,7.498345871,1184.178467,1997.937256,10.88,48.64,11,0.1125,0.0935,34.85,1,"""CHINOOK PARK""",643250
446,CHINATOWN,CHN,2020,2471,72,CENTRE,-114.0655219,51.05282359,2913.800081,7.977213378,487.4941101,2796.670166,20.07,48.96,14,0.1125,0.0935,34.85,1,CHINATOWN,286000
447,CHRISTIE PARK,CHR,2020,2128,29,WEST,-114.1760176,51.04079953,1362.781955,7.217283444,557.4190674,1745.203369,15.46,47.43,11,0.1125,0.0935,34.85,1,"""CHRISTIE PARK""",645250
448,COUNTRY HILLS VILLAGE,CHV,2020,2597,97,NORTH,-114.0613954,51.15820385,3735.078937,8.225524232,7926.130371,4360.632324,15.72,45.38,9,0.1125,0.0935,34.85,1,"""COUNTRY HILLS VILLAGE""",174000
449,CHARLESWOOD,CHW,2020,3569,57,NORTHWEST,-114.1122123,51.09008805,1597.086018,7.375936009,617.2336426,1784.659424,7.73,52.36,70,0.1125,0.0935,34.85,1,CHARLESWOOD,554500
450,CITADEL,CIT,2020,10077,61,NORTHWEST,-114.1839369,51.14453876,605.3388905,6.405788451,2922.041016,8540.134766,2.46,49.38,54,0.1125,0.0935,34.85,1,CITADEL,422500
451,CLIFF BUNGALOW,CLI,2020,1895,171,CENTRE,-114.0749017,51.03393319,9023.746702,9.107614904,1137.979126,2550.943848,2.41,49.65,14,0.1125,0.0935,34.85,1,"""CLIFF BUNGALOW""",244000
452,CORNERSTONE,CNS,2020,2648,70,NORTHEAST,-113.9305705,51.15735997,2643.504532,7.87986079,3727.137939,3785.679199,0.3,53.49,609,0.1125,0.0935,34.85,1,CORNERSTONE,296500
453,COACH HILL,COA,2020,3244,34,WEST,-114.1829796,51.05838583,1048.088779,6.954723574,2325.022461,3148.549805,6.56,46.81,22,0.1125,0.0935,34.85,1,"""COACH HILL""",353500
454,COLLINGWOOD,COL,2020,2249,30,NORTHWEST,-114.1024036,51.08350991,1333.926189,7.195881895,1509.693604,963.7573853,7.71,49.98,33,0.1125,0.0935,34.85,1,COLLINGWOOD,537000
455,CORAL SPRINGS,COR,2020,5801,59,NORTHEAST,-113.9269485,51.10335277,1017.066023,6.924677313,2898.006104,2651.960449,4.54,51.11,46,0.1125,0.0935,34.85,1,"""CORAL SPRINGS""",468500
456,COUNTRY HILLS,COU,2020,3767,57,NORTH,-114.0798938,51.14377568,1513.14043,7.321942525,7206.637207,4663.444824,4.95,49.03,28,0.1125,0.0935,34.85,1,"""COUNTRY HILLS""",337500
457,COVENTRY HILLS,COV,2020,17667,161,NORTH,-114.0531434,51.16490633,911.3035603,6.814876058,7931.32959,4451.202148,1.29,50.22,116,0.1125,0.0935,34.85,1,"""COVENTRY HILLS""",367500
458,COPPERFIELD,CPF,2020,13823,106,SOUTHEAST,-113.9294598,50.91781279,766.8378789,6.642275409,9926.171875,9193.566406,0.72,50.44,189,0.1125,0.0935,34.85,1,COPPERFIELD,335000
459,CRANSTON,CRA,2020,19884,140,SOUTHEAST,-113.9799915,50.87820239,704.0836854,6.55689722,6661.673828,6412.44043,1.75,49.74,291,0.1125,0.0935,34.85,1,CRANSTON,411000
460,CRESCENT HEIGHTS,CRE,2020,6620,407,CENTRE,-114.0616132,51.05949595,6148.036254,8.723888001,1445.833496,3585.981689,5.13,50.17,76,0.1125,0.0935,34.85,1,"""CRESCENT HEIGHTS""",298500
461,CRESTMONT,CRM,2020,1690,10,WEST,-114.2690467,51.08370277,591.7159763,6.38302675,5607.623047,9237.425781,1.36,50.3,102,0.1125,0.0935,34.85,1,CRESTMONT,552500
462,CITYSCAPE,CSC,2020,3104,44,NORTHEAST,-113.961258,51.14703156,1417.525773,7.256668218,2475.445557,2689.75293,1.1,50.05,221,0.1125,0.0935,34.85,1,CITYSCAPE,385250
463,CURRIE BARRACKS,CUR,2020,1262,5,WEST,-114.1248177,51.01572349,396.1965135,5.981910334,2843.559326,3118.220947,2.38,47.22,26,0.1125,0.0935,34.85,1,"""CURRIE BARRACKS""",274500
464,DALHOUSIE,DAL,2020,8940,140,NORTHWEST,-114.1581554,51.10940994,1565.995526,7.356277019,701.0775757,4828.660156,8.07,49.58,80,0.1125,0.0935,34.85,1,DALHOUSIE,427500
465,DOUGLASDALE/GLEN,DDG,2020,12881,150,SOUTHEAST,-114.0119081,50.94844437,1164.505861,7.060052123,4288.687012,5705.290039,4.25,50.25,92,0.1125,0.0935,34.85,1,DOUGLASDALE/GLEN,437500
466,DIAMOND COVE,DIA,2020,690,7,SOUTH,-114.0226559,50.94621275,1014.492754,6.922144016,3495.330322,5085.394043,5.07,51.74,7,0.1125,0.0935,34.85,1,"""DIAMOND COVE""",509500
467,DISCOVERY RIDGE,DIS,2020,4280,31,WEST,-114.2168722,51.01549975,724.2990654,6.585204381,3190.341797,5205.297363,4.05,49.15,31,0.1125,0.0935,34.85,1,"""DISCOVERY RIDGE""",321750
468,DOWNTOWN COMMERCIAL CORE,DNC,2020,8683,1001,CENTRE,-114.0695937,51.04727444,11528.27364,9.352557874,76.88247681,2840.02417,4.13,50.65,336,0.1125,0.0935,34.85,1,"""DOWNTOWN COMMERCIAL CORE""",108500
469,DOWNTOWN EAST VILLAGE,DNE,2020,3893,301,CENTRE,-114.0508479,51.04709033,7731.826355,8.953100382,438.7055054,2013.547852,5.28,59.29,22,0.1125,0.0935,34.85,1,"""DOWNTOWN EAST VILLAGE""",260250
470,DOWNTOWN WEST END,DNW,2020,2785,100,CENTRE,-114.0877794,51.04796914,3590.664273,8.186092499,89.81443787,3931.493652,3.74,52.27,13,0.1125,0.0935,34.85,1,"""DOWNTOWN WEST END""",194000
471,DOVER,DOV,2020,10351,326,EAST,-113.993054,51.02256772,3149.454159,8.054984434,2719.459229,3321.821289,5.56,51.83,88,0.1125,0.0935,34.85,1,DOVER,266000
472,DEER RIDGE,DRG,2020,3973,54,SOUTH,-114.020234,50.92657387,1359.174427,7.214632756,3625.266357,3519.419922,5.05,48.01,12,0.1125,0.0935,34.85,1,"""DEER RIDGE""",341500
473,DEER RUN,DRN,2020,5065,33,SOUTH,-114.0090877,50.92540672,651.5301086,6.47932361,4412.036133,4090.70459,3.9,50.56,31,0.1125,0.0935,34.85,1,"""DEER RUN""",382000
474,EAGLE RIDGE,EAG,2020,302,32,SOUTH,-114.0967932,50.98874427,10596.02649,9.26823435,1921.300781,2367.987305,13.61,53.06,7,0.1125,0.0935,34.85,1,"""EAGLE RIDGE""",1440000
475,EAU CLAIRE,EAU,2020,2030,63,CENTRE,-114.0728218,51.05360699,3103.448276,8.040269119,752.986145,3492.414795,7.65,50.2,30,0.1125,0.0935,34.85,1,"""EAU CLAIRE""",34000
476,EDGEMONT,EDG,2020,15395,127,NORTHWEST,-114.1439532,51.12458785,824.9431634,6.715314491,2635.43335,5002.614746,6.3,49.04,98,0.1125,0.0935,34.85,1,EDGEMONT,547250
477,ELBOW PARK,EPK,2020,3342,85,CENTRE,-114.0838053,51.02134304,2543.387193,7.841252012,1624.701782,2760.192627,5.08,50.39,50,0.1125,0.0935,34.85,1,"""ELBOW PARK""",1210000
478,ERIN WOODS,ERI,2020,7049,162,EAST,-113.9676688,51.02097628,2298.198326,7.739880758,3476.33374,4828.495605,1.91,50.85,36,0.1125,0.0935,34.85,1,"""ERIN WOODS""",284500
479,ERLTON,ERL,2020,1270,53,CENTRE,-114.0631465,51.02633379,4173.228346,8.336445199,702.4049072,1767.216919,3.39,51.3,10,0.1125,0.0935,34.85,1,ERLTON,306500
480,EVERGREEN,EVE,2020,21500,136,SOUTH,-114.1156756,50.91871688,632.5581395,6.449772137,3027.700928,4161.682617,3.84,49.02,99,0.1125,0.0935,34.85,1,EVERGREEN,417000
481,EVANSTON,EVN,2020,17685,89,NORTH,-114.1124511,51.17108536,503.2513429,6.221089733,8252.856445,8127.725098,2.48,49.48,307,0.1125,0.0935,34.85,1,EVANSTON,436500
482,ELBOYA,EYA,2020,1754,73,CENTRE,-114.0736046,51.01299335,4161.915621,8.333730733,994.8292236,1708.476196,4.28,50.97,20,0.1125,0.0935,34.85,1,ELBOYA,730500
483,FAIRVIEW,FAI,2020,3646,128,SOUTH,-114.0603609,50.98538212,3510.696654,8.163569774,1234.594849,1596.927368,6.81,50.19,41,0.1125,0.0935,34.85,1,FAIRVIEW,391500
484,FALCONRIDGE,FAL,2020,10653,345,NORTHEAST,-113.945375,51.10330638,3238.524359,8.08287306,2125.566406,1864.776245,1.64,51.63,96,0.1125,0.0935,34.85,1,FALCONRIDGE,289500
485,FOOTHILLS,FHI,2020,317,241,EAST,-113.9820382,50.99396303,76025.23659,11.23882062,5874.596191,5688.58252,0,95.62,65,0.1125,0.0935,34.85,2,"""FOOTHILLS INDUSTRIAL""",2195000
486,FOREST HEIGHTS,FHT,2020,6496,186,EAST,-113.9687579,51.04924315,2863.300493,7.959730257,1364.313721,1983.881836,5.53,52.23,39,0.1125,0.0935,34.85,1,"""FOREST HEIGHTS""",272250
487,FOREST LAWN INDUSTRIAL,FLI,2020,123,73,EAST,-113.9569699,51.02709478,59349.5935,10.99120055,3438.309082,4486.468262,6.06,79.8,4,0.1125,0.0935,34.85,2,"""FOREST LAWN -  INDUSTRIAL""",860250
488,FOREST LAWN,FLN,2020,7814,421,EAST,-113.9700019,51.03784805,5387.765549,8.591886023,1992.810547,3013.663574,3.95,54.39,116,0.1125,0.0935,34.85,1,"""FOREST LAWN""",295500
489,GARRISON GREEN,GAG,2020,2060,25,WEST,-114.1245263,51.00305515,1213.592233,7.101340028,4166.51123,3723.780029,8.41,45.07,10,0.1125,0.0935,34.85,1,"""GARRISON GREEN""",267500
490,GARRISON WOODS,GAW,2020,3116,24,CENTRE,-114.1136145,51.01717823,770.2182285,6.646673888,2838.947754,3523.008057,11.51,44.68,27,0.1125,0.0935,34.85,1,"""GARRISON WOODS""",394250
491,GLENBROOK,GBK,2020,7442,156,WEST,-114.1526948,51.02419405,2096.210696,7.647886563,1532.758667,1548.652344,5.48,47.96,123,0.1125,0.0935,34.85,1,GLENBROOK,407000
492,GLENDALE,GDL,2020,2765,103,WEST,-114.1527189,51.03337139,3725.135624,8.222858539,520.671875,534.9021606,5.87,49.42,44,0.1125,0.0935,34.85,1,GLENDALE,517500
493,GLAMORGAN,GLA,2020,6522,156,WEST,-114.1532276,51.01552678,2391.904324,7.779845116,2497.189453,2516.389404,6.8,48.85,59,0.1125,0.0935,34.85,1,GLAMORGAN,395000
494,GREENWOOD/GREENBRIAR,GRE,2020,896,19,NORTHWEST,-114.2229707,51.08986537,2120.535714,7.659424031,3792.854248,7610.522461,7.74,49.89,3,0.1125,0.0935,34.85,1,GREENWOOD/GREENBRIAR,204500
495,GREENVIEW INDUSTRIAL PARK,GRI,2020,225,127,CENTRE,-114.0490587,51.0865182,56444.44444,10.94101215,4209.514648,2698.116455,48.77,36.95,21,0.1125,0.0935,34.85,2,"""GREENVIEW INDUSTRIAL PARK""",1095000
496,GREENVIEW,GRV,2020,1906,71,CENTRE,-114.0574699,51.09485614,3725.078699,8.222843258,4245.778809,2425.466797,4.11,51.16,10,0.1125,0.0935,34.85,1,GREENVIEW,174250
497,HAMPTONS,HAM,2020,7382,52,NORTHWEST,-114.1466842,51.14509284,704.4161474,6.5573693,4749.137695,6948.618652,6.22,49.41,36,0.1125,0.0935,34.85,1,HAMPTONS,644500
498,HARVEST HILLS,HAR,2020,7420,137,NORTH,-114.052778,51.14767759,1846.361186,7.520972055,6795.574707,3226.790283,4.07,49.89,75,0.1125,0.0935,34.85,1,"""HARVEST HILLS""",376500
499,HAWKWOOD,HAW,2020,9248,49,NORTHWEST,-114.1756154,51.1309781,529.8442907,6.272583172,2358.008057,7123.027344,5.65,49.8,59,0.1125,0.0935,34.85,1,HAWKWOOD,466000
500,HAYSBORO,HAY,2020,7080,208,SOUTH,-114.0833402,50.97221484,2937.853107,7.985434358,902.6192017,2938.588379,6.28,49.51,79,0.1125,0.0935,34.85,1,HAYSBORO,382000
501,HIDDEN VALLEY,HID,2020,11566,105,NORTH,-114.1196092,51.15193708,907.8333045,6.811060776,6115.583984,6910.256348,2.27,50.61,75,0.1125,0.0935,34.85,1,"""HIDDEN VALLEY""",410500
502,HILLHURST,HIL,2020,6558,328,CENTRE,-114.093646,51.05727753,5001.524855,8.517498116,657.6994629,3831.011963,2.08,49.41,84,0.1125,0.0935,34.85,1,HILLHURST,444000
503,HIGHWOOD,HIW,2020,2258,70,CENTRE,-114.0798911,51.09235942,3100.088574,8.039185962,3303.677979,1056.835693,5.97,49.84,52,0.1125,0.0935,34.85,1,HIGHWOOD,459500
504,HOUNSFIELD HEIGHTS/BRIAR HILL,HOU,2020,2798,168,CENTRE,-114.1057298,51.06317954,6004.288778,8.700229289,254.5234528,3260.248779,11.04,47.62,26,0.1125,0.0935,34.85,1,"""HOUNSFIELD HEIGHTS/BRIAR HILL""",529000
505,HIGHLAND PARK,HPK,2020,3838,166,CENTRE,-114.0620558,51.08801818,4325.169359,8.372206577,3440.4104,2336.817627,4.49,51.83,70,0.1125,0.0935,34.85,1,"""HIGHLAND PARK""",458000
506,HUNTINGTON HILLS,HUN,2020,13420,256,NORTH,-114.0667094,51.11758229,1907.600596,7.553601499,5673.785156,2219.977783,7.5,49.44,120,0.1125,0.0935,34.85,1,"""HUNTINGTON HILLS""",374500
507,INGLEWOOD,ING,2020,4024,215,CENTRE,-114.0191258,51.03414052,5342.942346,8.583531781,1130.679077,1339.703613,3.22,49.46,65,0.1125,0.0935,34.85,1,INGLEWOOD,354500
508,KINCORA,KCA,2020,6889,62,NORTH,-114.1328651,51.16026671,899.9854841,6.802378634,6584.911621,8094.856445,1.67,50.29,37,0.1125,0.0935,34.85,1,KINCORA,432500
509,KELVIN GROVE,KEL,2020,2305,65,SOUTH,-114.0890283,50.98988114,2819.956616,7.944476779,1687.394409,1476.067383,12.81,45.05,21,0.1125,0.0935,34.85,1,"""KELVIN GROVE""",706250
510,KILLARNEY/GLENGARRY,KIL,2020,7685,259,CENTRE,-114.1317313,51.03013196,3370.201692,8.122727871,1014.663025,1558.937134,3.16,49.6,158,0.1125,0.0935,34.85,1,KILLARNEY/GLENGARRY,535000
511,KINGSLAND,KIN,2020,4688,218,SOUTH,-114.0773588,50.98697675,4650.170648,8.444659197,1022.686401,1245.683228,4.17,51.04,44,0.1125,0.0935,34.85,1,KINGSLAND,399500
512,LEGACY,LEG,2020,6420,51,SOUTH,-114.0059978,50.8576144,794.3925234,6.677577701,6388.015137,6627.098145,1.15,48.77,299,0.1125,0.0935,34.85,1,LEGACY,258000
513,LIVINGSTON,LIV,2020,1477,11,NORTH,-114.0655067,51.18550406,744.7528775,6.613052455,10162.35059,6807.100586,1.23,49.15,522,0.1125,0.0935,34.85,1,LIVINGSTON,336000
514,LAKE BONAVISTA,LKB,2020,10293,224,SOUTH,-114.0513367,50.93980339,2176.236277,7.685352185,1363.651123,3716.171387,10.71,49.93,109,0.1125,0.0935,34.85,1,"""LAKE BONAVISTA""",530000
515,LAKEVIEW,LKV,2020,5355,97,WEST,-114.1296214,50.99957241,1811.391223,7.501850461,4476.213867,4038.185547,9.82,48.84,75,0.1125,0.0935,34.85,1,LAKEVIEW,575500
516,LOWER MOUNT ROYAL,LMR,2020,3457,176,CENTRE,-114.0864994,51.0365032,5091.119468,8.53525302,1182.459839,3399.200195,2.58,51.61,23,0.1125,0.0935,34.85,1,"""LOWER MOUNT ROYAL""",242000
517,LINCOLN PARK,LPK,2020,2617,46,WEST,-114.1299919,51.01027374,1757.737868,7.471782959,3356.365967,3438.806152,10.48,44.63,8,0.1125,0.0935,34.85,1,"""LINCOLN PARK""",170000
518,MACEWAN GLEN,MAC,2020,4754,48,NORTH,-114.1152135,51.13771904,1009.676062,6.917384828,4965.489746,5306.121582,4.49,49.35,25,0.1125,0.0935,34.85,1,MACEWAN,400000
519,MAYFAIR,MAF,2020,432,12,CENTRE,-114.0889557,50.99581204,2777.777778,7.929406527,1623.178711,1204.078369,7.87,50.69,5,0.1125,0.0935,34.85,1,MAYFAIR,999500
520,MAHOGANY,MAH,2020,11784,106,SOUTHEAST,-113.9245125,50.89585538,899.5247794,6.801866601,10137.93457,9534.296875,1.53,49.49,494,0.1125,0.0935,34.85,1,MAHOGANY,403500
521,MAYLAND HEIGHTS,MAL,2020,5961,247,NORTHEAST,-114.0133147,51.06083346,4143.600067,8.32932027,1700.504395,1798.729858,6.75,50.27,60,0.1125,0.0935,34.85,1,"""MAYLAND HEIGHTS""",404500
522,MANCHESTER,MAN,2020,1025,125,CENTRE,-114.0666538,51.00624268,12195.12195,9.408791311,1050.203735,1024.354492,2.93,59.02,14,0.1125,0.0935,34.85,1,MANCHESTER,221000
523,MCKENZIE LAKE,MCK,2020,13406,152,SOUTHEAST,-113.9881813,50.91487825,1133.820677,7.033348339,5796.103027,5074.607422,2.56,50.29,79,0.1125,0.0935,34.85,1,"""MCKENZIE LAKE""",449000
524,MCKENZIE TOWNE,MCT,2020,18283,266,SOUTHEAST,-113.9614787,50.91714499,1454.903462,7.282694828,7682.398926,6961.385742,2.93,49.23,141,0.1125,0.0935,34.85,1,"""MCKENZIE TOWNE""",309500
525,MEADOWLARK PARK,MEA,2020,644,135,CENTRE,-114.0773517,50.99785784,20962.73292,9.950501517,816.1914063,375.4284058,5.8,50.63,32,0.1125,0.0935,34.85,1,"""MEADOWLARK PARK""",574000
526,MIDNAPORE,MID,2020,7270,102,SOUTH,-114.057604,50.91559355,1403.026135,7.246386708,1104.305054,833.2516479,9.59,47.68,50,0.1125,0.0935,34.85,1,MIDNAPORE,359250
527,MISSION,MIS,2020,4598,293,CENTRE,-114.0680826,51.03315776,6372.335798,8.759721369,529.6557617,1924.647461,6.16,47.93,32,0.1125,0.0935,34.85,1,MISSION,202500
528,MILLRISE,MLR,2020,6900,81,SOUTH,-114.0849037,50.91704529,1173.913043,7.068097929,1073.380859,2121.651611,5.63,47.96,33,0.1125,0.0935,34.85,1,MILLRISE,322000
529,MONTGOMERY,MON,2020,4515,267,NORTHWEST,-114.1622482,51.07107614,5913.621262,8.685013658,2770.517822,3741.958252,4.9,49.17,90,0.1125,0.0935,34.85,1,MONTGOMERY,428000
530,MOUNT PLEASANT,MOP,2020,5889,255,CENTRE,-114.07603,51.07423791,4330.106979,8.373347527,1601.459473,2325.557373,2.89,51.39,111,0.1125,0.0935,34.85,1,"""MOUNT PLEASANT""",577000
531,MONTEREY PARK,MOR,2020,10372,146,NORTHEAST,-113.926851,51.08145439,1407.635943,7.24966694,3865.305908,3814.747314,5.15,50.01,36,0.1125,0.0935,34.85,1,"""MONTEREY PARK""",363500
532,MARLBOROUGH PARK,MPK,2020,8523,254,NORTHEAST,-113.9467171,51.0596885,2980.171301,7.999736061,2450.390137,2882.638428,4.1,51.58,62,0.1125,0.0935,34.85,1,"""MARLBOROUGH PARK""",320500
533,MAPLE RIDGE,MPL,2020,1916,29,SOUTH,-114.034689,50.95763758,1513.569937,7.322226336,2814.407227,5160.57373,11.61,49.95,26,0.1125,0.0935,34.85,1,"""MAPLE RIDGE""",490500
534,MARLBOROUGH,MRL,2020,9162,279,NORTHEAST,-113.9699877,51.05954228,3045.18664,8.021317472,829.4334106,1282.852783,5.52,52.58,74,0.1125,0.0935,34.85,1,MARLBOROUGH,330000
535,MARTINDALE,MRT,2020,14245,313,NORTHEAST,-113.9583871,51.11791373,2197.262197,7.694967409,664.4563599,1212.288574,1.36,52.52,179,0.1125,0.0935,34.85,1,MARTINDALE,330000
536,NEW BRIGHTON,NEB,2020,13103,100,SOUTHEAST,-113.9452495,50.92206402,763.1840037,6.63749916,8864.192383,8181.371094,0.72,50.36,109,0.1125,0.0935,34.85,1,"""NEW BRIGHTON""",415000
537,NORTH GLENMORE PARK,NGM,2020,2391,82,WEST,-114.1122561,51.00142837,3429.527394,8.140177745,3290.15918,2847.741943,8.04,50.72,54,0.1125,0.0935,34.85,1,"""NORTH GLENMORE PARK""",592500
538,NORTH HAVEN UPPER,NHU,2020,599,7,NORTH,-114.0853543,51.10440179,1168.614357,7.063574016,3596.265625,1393.364502,8.91,51.93,8,0.1125,0.0935,34.85,1,"""NORTH HAVEN UPPER""",467000
539,NORTH HAVEN,NHV,2020,2359,26,NORTH,-114.0894206,51.09594155,1102.161933,7.005028924,3088.384766,766.4851685,10.75,49.83,35,0.1125,0.0935,34.85,1,"""NORTH HAVEN""",441000
540,NOLAN HILL,NOL,2020,7505,60,NORTH,-114.1663172,51.17529369,799.467022,6.683945283,6593.986816,10471.89355,0.64,49.85,125,0.1125,0.0935,34.85,1,"""NOLAN HILL""",486000
541,OAKRIDGE,OAK,2020,5690,67,SOUTH,-114.1296138,50.9696628,1177.504394,7.071152557,3777.552979,5089.601563,8.71,49.31,35,0.1125,0.0935,34.85,1,OAKRIDGE,480500
542,OGDEN,OGD,2020,8576,232,SOUTHEAST,-114.0124423,50.99187834,2705.223881,7.902939953,3861.442383,4304.75,5.03,53.66,74,0.1125,0.0935,34.85,1,OGDEN,322500
543,PALLISER,PAL,2020,3672,61,SOUTH,-114.1121589,50.96676703,1661.220044,7.415307577,2517.656982,4438.820801,15.4,46.46,16,0.1125,0.0935,34.85,1,PALLISER,309000
544,PANORAMA HILLS,PAN,2020,25710,214,NORTH,-114.0880634,51.15971101,832.360949,6.72426618,8058.263184,6027.687988,2.28,49.5,169,0.1125,0.0935,34.85,1,"""PANORAMA HILLS""",447250
545,PATTERSON,PAT,2020,4202,54,WEST,-114.1771423,51.06393988,1285.102332,7.15859363,2897.751709,3387.686279,7.8,47.16,15,0.1125,0.0935,34.85,1,PATTERSON,333500
546,PENBROOKE MEADOWS,PEN,2020,8554,236,EAST,-113.9476872,51.04585329,2758.943184,7.922602981,2759.438721,3356.741455,4.1,52.57,41,0.1125,0.0935,34.85,1,"""PENBROOKE MEADOWS""",280000
547,PINERIDGE,PIN,2020,10022,283,NORTHEAST,-113.946765,51.07425976,2823.787667,7.945834407,2449.286621,3144.901855,4.88,50.22,65,0.1125,0.0935,34.85,1,PINERIDGE,303000
548,PARKDALE,PKD,2020,2566,69,CENTRE,-114.1353333,51.05994755,2689.010133,7.896928424,2011.689575,2597.321533,7.94,49.98,50,0.1125,0.0935,34.85,1,PARKDALE,625000
549,PARKHILL,PKH,2020,1691,98,CENTRE,-114.0655345,51.01819229,5795.387345,8.664817595,298.7377014,2323.770508,3.38,50.15,24,0.1125,0.0935,34.85,1,"""PARKHILL/STANLEY PARK""",522000
550,PARKLAND,PKL,2020,3660,42,SOUTH,-114.0285434,50.9212004,1147.540984,7.045376657,2927.963379,2701.901611,8.44,49.85,36,0.1125,0.0935,34.85,1,PARKLAND,536000
551,POINT MCKAY,POI,2020,1343,12,CENTRE,-114.1461487,51.05954117,893.5219657,6.795170918,2257.198242,2411.004639,10.75,46.04,8,0.1125,0.0935,34.85,1,"""POINT MCKAY""",398500
552,PUMP HILL,PUM,2020,1640,24,SOUTH,-114.1007873,50.9668277,1463.414634,7.288527774,1735.821289,3976.746826,22.34,45.6,9,0.1125,0.0935,34.85,1,"""PUMP HILL""",841000
553,QUEENSLAND,QLD,2020,4743,55,SOUTH,-114.0225717,50.93822412,1159.603626,7.055833524,3290.374023,4354.193848,4.89,50.83,38,0.1125,0.0935,34.85,1,QUEENSLAND,343000
554,QUEENS PARK VILLAGE,QPK,2020,455,13,CENTRE,-114.0776068,51.08514446,2857.142857,7.957577403,2628.644043,1417.362549,0,48.99, ,0.1125,0.0935,34.85,1,"""QUEENS PARK VILLAGE""",2930000
555,RAMSAY,RAM,2020,2158,63,CENTRE,-114.0425323,51.03641206,2919.369787,7.979123046,1051.625732,690.7490234,2.29,52.38,44,0.1125,0.0935,34.85,1,RAMSAY,484000
556,RANCHLANDS,RAN,2020,7607,75,NORTHWEST,-114.183647,51.11917908,985.9340082,6.893589424,1641.81604,6899.024414,3.21,49.79,49,0.1125,0.0935,34.85,1,RANCHLANDS,336500
557,ROSSCARROCK,RCK,2020,3625,167,WEST,-114.1454859,51.04328787,4606.896552,8.43530971,724.9916382,710.2645874,3.15,49.05,85,0.1125,0.0935,34.85,1,ROSSCARROCK,503500
558,ROSEDALE,RDL,2020,1560,57,CENTRE,-114.0782071,51.06268666,3653.846154,8.203535633,835.0904541,3434.749512,4.33,50.42,19,0.1125,0.0935,34.85,1,ROSEDALE,933000
559,RED CARPET,RED,2020,1594,41,EAST,-113.9389258,51.04258063,2572.145546,7.852495672,3474.682373,4071.279785,7.24,51.98,8,0.1125,0.0935,34.85,1,"""RED CARPET/MOUNTVIEW MOBILE PARK""",121500
560,RENFREW,REN,2020,6582,290,CENTRE,-114.039169,51.05965316,4405.955637,8.390712458,1181.789551,3229.345703,2.43,49.22,94,0.1125,0.0935,34.85,1,RENFREW,413000
561,RICHMOND,RIC,2020,4962,213,CENTRE,-114.1184203,51.02971029,4292.623942,8.364653466,1408.832642,2489.895996,2.93,51.05,89,0.1125,0.0935,34.85,1,RICHMOND,610250
562,RIDEAU PARK,RID,2020,594,18,CENTRE,-114.0741618,51.02487577,3030.30303,8.016417904,1216.763672,2549.429688,7.42,48.57,5,0.1125,0.0935,34.85,1,"""RIDEAU PARK""",354000
563,RIVERBEND,RIV,2020,9244,93,SOUTHEAST,-114.0184303,50.97601886,1006.057984,6.913794987,3915.531494,4455.217285,3.52,50.44,80,0.1125,0.0935,34.85,1,RIVERBEND,396000
564,ROSEMONT,RMT,2020,1254,24,CENTRE,-114.0900331,51.0783942,1913.875598,7.556885574,1609.568237,1614.646973,6.95,50.2,30,0.1125,0.0935,34.85,1,ROSEMONT,572000
565,ROCKY RIDGE,ROC,2020,8398,45,NORTHWEST,-114.2459079,51.14407648,535.8418671,6.283839093,1519.866943,12167.25195,6.09,48.57,59,0.1125,0.0935,34.85,1,"""ROCKY RIDGE""",373750
566,ROXBORO,ROX,2020,422,13,CENTRE,-114.0676448,51.02619585,3080.56872,8.032869508,881.3292236,2070.482422,6.16,53.55,5,0.1125,0.0935,34.85,1,ROXBORO,1190000
567,ROYAL OAK,ROY,2020,11706,54,NORTHWEST,-114.2197619,51.14266073,461.3018965,6.134052702,1430.984985,10388.00098,2.25,48.75,62,0.1125,0.0935,34.85,1,"""ROYAL OAK""",434500
568,REDSTONE,RSN,2020,5848,80,NORTHEAST,-113.9575028,51.17044617,1367.989056,7.221097098,5016.906738,5193.219238,0.81,50.5,405,0.1125,0.0935,34.85,1,REDSTONE,377000
